id,fecha,usuario,texto
2003978935391146320,2025-12-24 23:59:44+00:00,FNBrea,@MiltonFriedom5 Que rápido se olvidan los boluditos que Villaruel a los 6 meses de asumir como VICEPRESIDENTE ya estaba arreglando con los peronchos para voltear a Milei. Merecemos a Moreno presidente.
2003978884736483628,2025-12-24 23:59:32+00:00,cardona0800,@TugoNews Hasta aca llegaste milei por usar ia
2003978836552343794,2025-12-24 23:59:21+00:00,AlbertoCarp3,@ELTIEMPO @Gralx20 Milei lidera??? Jajajjaa https://t.co/crMf9IlBfM
2003978803337724246,2025-12-24 23:59:13+00:00,MariaJoseF40858,"@susanav28881970 @amatus12 Coordinación con Milei, acuerdo de seguridad con Noboa y plan de retorno migratorio en marcha. Si eso te parece 'intrascendente', es porque te acostumbraste a un Gobierno que no hacía nada. El Presidente electo @joseantoniokast ya está cumpliendo."
2003978803144802572,2025-12-24 23:59:13+00:00,JoDurigon,@Uricarp91218 @leocba61 El padrón de votantes de milei
2003978749860368853,2025-12-24 23:59:00+00:00,Carolin89177662,Feliz navidad querido presidente javier milei 🥰🥰 gracias por todo lo que ha hecho por este pais Dios te bendiga siempre
2003978635238412349,2025-12-24 23:58:33+00:00,ei_persa,@StacyMalibu73 @ArrepentidosLLA Me encanta la facilidad que tienen los pelotudos de los opositores para no reconocer nada... Se cagan encima y le echan la culpa a Milei jajaja
2003978305268338905,2025-12-24 23:57:14+00:00,actiongun,@dadanic2000 @popi273 @CFKArgentina No hables así de Milei después de qué lo votas ahora lo quieres preso.
2003978270396789021,2025-12-24 23:57:06+00:00,mattzeroab50085,"@NConforti97324 @Soylibrecarajo @JMilei @Marinabiagettii Su dios es el dinero o Moloch, Con eso basta y sobra  La posición quimérica de Milei es tan lamentable que la única forma de definirlo bien es que cree en el Dios mercado y el interés egoísta"
2003978178118013154,2025-12-24 23:56:44+00:00,matt_wrath19,"@caidodelcatre2 Cómo romantizan el 2001 los kukitas, tienen un fetiche con que suceda lo mismo que en 2001.. Dijeron lo mismo con Macri, no pasó. Ahora también con Milei, no va a pasar. Pero donde más cerca están de ese 2001 es cuando gobiernan los que ustedes votan. Y ahí cierran el orto."
2003978158010454231,2025-12-24 23:56:39+00:00,Pawe15876153,@RIXXIANSRISEUP Y lo harán solo es de ver argentina Milei privatizó un montón de empresas estatales con empresas israelis
2003978156693491945,2025-12-24 23:56:39+00:00,PedroGuerr77325,"Inhutil  no culpes a milei  sos el culpable  de la desgracia de los bonaerencses, asaltos ,muertes ,inundaciones, narcotrafico etc etc etc . Sos un sinverguenza bueno sos peronista. https://t.co/mSpvQmPcZP"
2003978120106594342,2025-12-24 23:56:30+00:00,LHDA16,Yo buscando a mi tío kukardo que dijo que Milei no llegaba a las fiestas:   https://t.co/UcuswVxJaU
2003977956688121925,2025-12-24 23:55:51+00:00,MariaJoseF40858,"@ArandaPablo @amatus12 Kast no fue a pasear fue a Argentina para coordinar con Milei y a Ecuador con Noboa para armar un frente regional contra el crimen organizado y la migración ilegal. Si para ti recuperar la seguridad de Chile es 'intrascendente', claramente no vives en el mundo real"
2003977947833840058,2025-12-24 23:55:49+00:00,FedeFenicio,@PregoneroL GRACIAS  MILEI
2003977903118196971,2025-12-24 23:55:38+00:00,TobiasBauer55,"@altoque_ok Partido peronista, intendente peronista, gobernador de la provincia ""peronista"". Ay pero Milei mira lo que hiciste en 2 años..."
2003977845610311849,2025-12-24 23:55:25+00:00,mazito95,"Jamás en mi vida vi tantos periodistas preocupados por un vencimiento de la deuda, antes se defaulteaba y les chupaba un huevo, Milei y Toto dijeron 20 veces que se paga y lo siguen poniendo en duda, LACRAS PAUTERAS."
2003978237551014135,2025-12-24 23:56:58+00:00,kira_webrom,"Axel, de todas formas es muy audaz decir que Pinochet no fue liberal, bueno, al menos no doctrinariamente, como un Milei por ejemplo, igual creo que te estás echando a mucha gente de derecha encima que rememoran el legado del pinochetismo, independiente de lo que pensara o no el mismo Pinochet"
2003977843231867047,2025-12-24 23:55:24+00:00,GKitanick,"Cual es la mentira? PARA MI LAS ""DOS SON UN BOLAZO HIPERATÓMICO/ESTRATOSFÉRICO""!!!! 1 - El asalariado NO registrado le viene ""ganando"" un 65% a LA INFLACIÓN, DESDE QUE ASUMIÓ MILEI??? 2 - LA POBREZA ""VOLVIÓ EN 2 AÑOS"", (LUEGO DE TERRIBLE ""AJUSTE REALIZADO POR ESTE GOBIERNO), A LOS NIVELES QUE DEJÓ CFK EN 2015, QUE FUE DEL 38%, Y COMO DICE EL ""CENADOR BEODO"" @ezeatauche ""ES UN NUMERAZOOOOOOO"". LOS REYES DEL RELATO. LA PREGUNTA ES: ""POR CUANTO TIEMPO MÁS""????? @SecScottBessent @LANACION @clarincom @fernandezdiazok @peponila  @JMilei @LuisCaputoAR @pabloquirno @MarcoLavagna @INDECArgentina @FedericoFuriase @madorni @carod2015 @JonatanViale @majulluis @trebuquero @anellogaby @edufeiok @PabloRossiok @FT @fteconomics @WSJ @WSJmarkets @FMInoticias @odonnellmaria @ertenembaum @LongobardiM @HoracioCabak @nytimeses @NYT_first_said @fmercuriali"
2003977842267476185,2025-12-24 23:55:24+00:00,rosa_bianc,Ahi los tenes Grabois dales de comer y seguiran votando a milei
2003911052564812208,2025-12-24 19:30:00+00:00,eldestapeweb,"“A pesar de que el bolsillo aprieta, se siente en el aire que hay más estabilidad”🗣️  ➡️Un hombre contó que los gastos en servicios y comida “se sufren mucho”, pero destacó que, “a nivel económico”, lo que hizo Milei “era necesario”. Sin embargo, sostuvo que desde lo político “resultó ser más de lo mismo”"
2003977804652884241,2025-12-24 23:55:15+00:00,RicardoGandugl6,La Argentina de Milei recibe inversiones y el paisito del como te digo una cosa te digo la otra amigo de Maduro las inversiones se toman el raje
2003931827078414597,2025-12-24 20:52:33+00:00,peladodelatv,"🇦🇷 EXCELENTES NOTICIAS  🍫 Después de más de dos décadas, NESTLÉ vuelve a INVERTIR en ARGENTINA para PRODUCIR chocolate https://t.co/ME6mGycZij"
2003977736679997459,2025-12-24 23:54:59+00:00,JairB93926,"@menoscanas FELIZ NAVIDAD, Milei, Fask, Novoa, Trump y ya casi de la Espriella"
2003977559084810357,2025-12-24 23:54:16+00:00,AiharaAndy,"Es la navidad con más movimiento y gente explotando todos los lugares para comprar cosas desde que llegó el Emperador Presidente Javier Milei. Podrán no gustarle algunas cosas, faltará arreglar otras, pero indudablemente estamos cada vez mejor. VLLC"
2003977549278597280,2025-12-24 23:54:14+00:00,Allfa25895326,@MeraryDiazMol @JMilei @titoasfura Milei gano con Fraude también?
2003977440688066753,2025-12-24 23:53:48+00:00,Marcelituuuuuuu,"@jmtelechea No quedan académicos serios en Argentina, porque con la llegada de Milei, se quedaron todos callados. Si los estudiantes contestaran los exámenes como contesta el plagiador, nadie aprobaría una sola materia."
2003977379929350212,2025-12-24 23:53:34+00:00,fastraca,@fandeneymarr @CRcancilleria Por eso Milei ganó las elecciones de octubre...
2003977379916796269,2025-12-24 23:53:34+00:00,PIfabuluje,@milei_xd @Anah68502383 @PatoBullrich El cuadrito lo hicieron antes o después de ir a pedir rescate DOS VECES ?y endeudar al Pais para pagar PLANES SOCIALES
2003977330482729060,2025-12-24 23:53:22+00:00,MateconMote,Milei se robó la Navidad según kuka resentida 🤡 https://t.co/kjU3fS51xJ
2003977303576269305,2025-12-24 23:53:15+00:00,RoanaBuenavent1,"Si me preguntan. @JMilei  es un verdadero desastre.   El pueblo argentino tiene hambre.   La hermana de Miles obteniendo ""coimas"" o moches.   Los comercios se hunden.  Trump, hizo que le prestaba 40,000 millones MDD.  Ya destituyan a la rata MILEI.  Puso en subasta a Argentina! . https://t.co/fTkL6R0GZQ"
2003973580326064562,2025-12-24 23:38:28+00:00,berdejo_victor,"@RoanaBuenavent1 @JMilei A ver Argentinos, este tipo  se ve a leguas esta loco, como los va a sacar del hoyo con la ayuda de los EUA, ellos no ayudan, venden poder, expropian, despojan, roban 🤷‍♂️🤷‍♂️🤷‍♂️🤷‍♂️🤷‍♂️🤷‍♂️🤷‍♂️🤷‍♂️ https://t.co/ZXTWHx7fqP"
2003977262887297423,2025-12-24 23:53:06+00:00,AmandaCace71716,@MryRodrguez4 @sapijoma2 A Trump con certeza Milei es solo un perkin del imperio
2003977237016756612,2025-12-24 23:53:00+00:00,Solcito_Ars,"@SamuelACarballo @JMilei Sí se da cuenta, es lo q quiere EU, 🇺🇸es adicto y son los que organizan cárteles y les dan armas, dentro de su territorio miran p'  arriba y no detienen a los distribuidores de la droga, y son los lavadores de plata Milei🇦🇷es su lacayo y aprobará todo lo que ordene el anaranjado"
2003977133883064706,2025-12-24 23:52:35+00:00,matias_26,"@trica_ana93008 @clarincom En el 2015 la mayoría votamos un CAMBIO, ya que contaban con el mejor equipo de los últimos 50 años. Lo esperamos hasta 2019, y dicho CAMBIO NO EXISTIÓ. Es decir, perdimos 4 años. FRACASO TOTAL. El presente y futuro es con milei"
2003977075796111615,2025-12-24 23:52:21+00:00,Abuela8Spitale,....Lourdes Arrieta: de TRAICIONAR a IMITAR a Milei por votos #argentina #po... https://t.co/RmiEM4mV19 a través de @YouTube
2003977005088510075,2025-12-24 23:52:04+00:00,MatiasG2778,"@arg_humana innecesario esto, Milei ya no esta quitando de la pobreza, pura sarasa esto"
2003977004404887725,2025-12-24 23:52:04+00:00,oscaracr,"@pedroviverost Buena frase, lo simpatico es que la derecha no se la aplica a Milei por ejemplo."
2003976996565696929,2025-12-24 23:52:02+00:00,Abuela8Spitale,Lourdes Arrieta: de TRAICIONAR a IMITAR a Milei por votos #argentina #po... https://t.co/RmiEM4mV19 a través de @YouTube
2003976969663414365,2025-12-24 23:51:56+00:00,rosa_bianc,"@LitoContrera Le esta haciendo el laburo a milei y muchos no digo todos por que seria injusto,pero con la panza llena no piensan y seguiran  votaran a milei"
2003976947966054900,2025-12-24 23:51:51+00:00,oscaralbertomha,@somoscorta Este gaga.. cree que milei es un pelotudo..
2003976930685768103,2025-12-24 23:51:47+00:00,di_olga35790,@elduckpost @NobleGus007 Kukas!! A llorar al LLORERIO!! Viva Milei!! VLLC!! KIRCHNERISMO NUNCA MÁS!!
2003976923840733309,2025-12-24 23:51:45+00:00,boxcarter1,@mrhitchcok En la lista está también Milei
2003976908896428176,2025-12-24 23:51:41+00:00,yahairaventura7,@JMilei Milei piensa que la derecha de Honduras es igual que la derecha de la Argentina
2003976907222925504,2025-12-24 23:51:41+00:00,ardillazombi07,"@JMilei Un saludo desde Honduras Señor Milei, la democracia gano y ya sin el socialismo estamos seguro que nuestro hermoso país saldrá adelante y sera prospero. Que nuestro Señor Jesús lo bendiga."
2003976904676987206,2025-12-24 23:51:40+00:00,leonelPp22,"@Mareano_H @TugoNews no entendes todavia? todo el pais quiere que ustedes, los hijos de puta que votaron para que seamos un pais villero, sufran a mas no poder y eso alimenta las urnas de milei"
2003976753157669285,2025-12-24 23:51:04+00:00,JuanMa698803,"@Vmarty_p @elmundoes Para ser mas preciso, es el lugar donde gana Milei y Macri, donde ADORNI gano  Preparen el orto porque ahora si que los va a gobernar Laje"
2003976724447715422,2025-12-24 23:50:57+00:00,TheRussianBear_,@QuotesforGoal @todosiesposible Jajajajajajajajsjjsjaja  Como el partido de milei dices tú?
2003976684647993741,2025-12-24 23:50:48+00:00,proselect7,@elduckpost Milei es el único presidente que llegó al poder al mejor estilo de los reyes antiguos
2003976682202697954,2025-12-24 23:50:47+00:00,Sandilli97,@6America3Mundo @DoctorLandriel @Barto_110 Tenés suerte que Milei no te deporto a La Paz
2003976669606904084,2025-12-24 23:50:44+00:00,amurriojce,Reivindica los vuelos de la muerte... después ante una protesta flashean golpe de estado. Fuera Milei!
2003786480922313181,2025-12-24 11:15:00+00:00,pagina12,Familiares de las víctimas de la dictadura reclaman que el Congreso expulse a la diputada nacional Lilia Lemoine y anunciaron que presentarán una denuncia penal por apología del terrorismo de Estado https://t.co/mi8rTPSSVz https://t.co/Nq6TNCija8
2003976668512415928,2025-12-24 23:50:44+00:00,DelirioMilei,@LanataPPT Y hay liberpajeros que votan a Milei
2003976580490793098,2025-12-24 23:50:23+00:00,CassiusHispanic,No hay mejor aliado para la 4T/Morena que los que aplauden como focas la Argentina de Milei.
2003890783993385352,2025-12-24 18:09:28+00:00,EmilioVallejoRL,"Mientras el Presidente Javier Milei cerrará el año con un sólido crecimiento económico en Argentina del 4.6%, Claudia mantiene a México en recesión técnica con un pusilánime incremento del 0.4%.  A este paso, México saldrá del G20 en 2030, a menos que giremos 180 grados eligiendo al Milei mexicano que aplique en nuestra nación la fórmula del éxito que MORENA nos arrebató: Capitalismo de libre mercado en un sólido estado de derecho, reducir y eficientar al estado y combate firme a la delincuencia."
2003976556084175307,2025-12-24 23:50:17+00:00,radio_nicaragua,Sudamérica según Milei https://t.co/GzZ4uJXyOB
2003976499112648953,2025-12-24 23:50:04+00:00,EdiSebastian74,@xalertnow Bueno...un Milei cualquiera Pero de el si q no nos salva nadie 🤷🏽‍♀️
2003976487523807645,2025-12-24 23:50:01+00:00,ElPaisAmericaCo,"Milei agasajó a sus ministros y colaboradores más cercanos con un asado en la quinta presidencial y le obsequió a cada uno un libro del economista Walter Block que elogia el rol social de chantajistas y empleadores de niños, entre otros https://t.co/R49dMcyGqA https://t.co/hERieYEwWg"
2003976462504776074,2025-12-24 23:49:55+00:00,ASSAssinONEBIKE,@fauztino294 @todonoticias Jajaja ojalá haga eso milei. Ni vos te salvas
2003976448269603170,2025-12-24 23:49:52+00:00,leny_lopez,@Fran_Casaretto_ @JMilei MILEI llegó para salvar la navidad!!!  Gracias Javo!!!
2003976432893264348,2025-12-24 23:49:48+00:00,Silvia15966492,@MARCELOFAVAOK Porque milei aprueba esto?
2003976410852130874,2025-12-24 23:49:43+00:00,AGamefox,Pero como si los patria familia villarruelistas decian que milei sionista judio etc etc
2003964033196802152,2025-12-24 23:00:32+00:00,CasaRosada,"En esta Nochebuena, el Regimiento de Granaderos a Caballo y el Obispo Castrense, Mons. Santiago Olivera, saludan desde la Casa Rosada a todo el pueblo argentino y le desean una feliz Navidad. https://t.co/mqRNixc37d"
2003976397065539773,2025-12-24 23:49:39+00:00,THOR_1804,"@JMilei En esto,sentite libre de comer mucha mierda Milei junto a Cerimedo que es a quien le pagas favores."
2003976393454133689,2025-12-24 23:49:38+00:00,NuriAsencio,Ya volverán los tiempos mejores! Fuera Milei! https://t.co/rjyWC6j7ID
2003976365733753130,2025-12-24 23:49:32+00:00,DanielG18168399,@RPN_Oficial Son tan cabeza de termo..que se creen que milei va hacer todo en dos años!!! Tiene que arreglar un choreo de 70 años peronista!!! Pavos
2003976226650968291,2025-12-24 23:48:59+00:00,BlasCevasco,"@sercompany @yanispe @DeAcaEnMasOk Que Sergio vos sos un señor con estudios, no entendés qestos hijos de mil.puta kirchneristas quieren q el único responsable sea Milei y no Kici o Katopodis y su familia q gobernaron 809 años San Martin. Tené en cuenta  hace x lo menos 40 años q toman agua en el balde donde cagan"
2003976225845322071,2025-12-24 23:48:58+00:00,grok,"Desde que Milei asumió en dic. 2023:  - Inflación: Bajó de 211% anual (2023) a ~40% proyectado 2025 (IMF), con mensual de 2.5% en nov. 2025.  - Pobreza: Subió a 57% en Q1 2024, luego bajó a ~32% en 2025 (reportes variados como Guardian).  - Desigualdad (Gini): Alrededor de 0.42, con ligera reducción.  - PIB: Contracción 2.8% en 2024, crecimiento 4.5% proyectado 2025 (IMF).  Ecuador: Homicidios bajaron 14% de 2023 a 2024, pero aumentaron 40% en 2025, tasa ~50 por 100.000 (Global Initiative)."
2003976107729756633,2025-12-24 23:48:30+00:00,riquelme91675,"Los argentinos saben que @JMilei está haciendo un buen trabajo. Está levantando a #Argentina y la volverá a ser una potencia mundial.  El gobernador de Buenos Aires, @Kicillofok, es como @gonzalowinter y recuerden como le fué a #WINTER en la primaria oficialista.  #Milei"
2003943517991907365,2025-12-24 21:39:00+00:00,DatosAme24,🇦🇷#Argentina - Primera encuesta promedio: Presidenciales 2027  🟣Milei - 44% 🔵Kicillof - 25% Otros - 10% https://t.co/R5fi73vRol
2003976055200403596,2025-12-24 23:48:18+00:00,diezako,"Milei es puro verso, lamentablemente la gente compra el verso https://t.co/kGlBr4wNya"
2003976050242736489,2025-12-24 23:48:17+00:00,NegroS0rete,"@MYrigaray @abrilcba_ Y? A Milei no intentaron corridas? No intentan que todo se vaya a la mierda ? Continuamente y seguirán así. Sabes la diferencia, las bolas para encararlo.  Si cambias el norte, no llegas a ningún lado. Cómo le pasó a MM. No así a Milei hasta ahora. Bolas amigo, bolas le faltó"
2003976039035441399,2025-12-24 23:48:14+00:00,PinillaQuijote,"Eso fue lo que eligieron, eso tienen. Gracias presidente Javier Milei."
2003481345108984112,2025-12-23 15:02:30+00:00,JaimeAvenc,"Argentina en este momento es un CAOS TOTAL. El gobierno de extrema derecha de Javier Milei, aprobó una reforma laboral en donde se aumenta a 12 horas la jornada laboral, se eliminan las indemnizaciones por despidos sin justa causa y ahora trabajarán más de 60 horas a la semana por el mismo salario; salario que ni siquiera les alcanza para llegar a fin de mes.   Esto es lo que nos espera si la derecha vuelve al poder en Colombia. ADVERTIDOS ESTAMOS"
2003976017430696219,2025-12-24 23:48:09+00:00,SDCarlosIgnacio,@MryRodrguez4 Amante de Palestina: andá a vivir allá si no te gusta Milei. Y hacé lío en las calles. Te cosen entre las piernas y te meten un palo todo los días por el marrón. Estúpida ignorante.
2003975860517507391,2025-12-24 23:47:31+00:00,javieralgon,"@losquesobrancl @siliconvalle @grok como ha mejorado la economía de argentina desde que milei es presidente? Cuanto ha bajado la pobreza la desigualdad y la inflación y cuanto ha crecido PBI? En adición, cuanto se ha reducido la delincuencia en Ecuador?"
2003975838954602742,2025-12-24 23:47:26+00:00,DanieIdeRosario,"@Inesrodri77 Si tenés razón, sin inflación, la gente accede al Pan Dulce y sidras sin dramas como gobiernos anteriores, no hay ni indicios de saqueos y lo más importante en 70 años jamás tuvimos la esperanza siquiera de pensar en un país serio. Gracias Milei. 👏👏👏"
2003975661380334053,2025-12-24 23:46:44+00:00,AlfredoLuis2019,@TommyShelby_30 LITERAL. LOS QUE DICEN NO IDOLATREN A UN POLITICO. ME PUEDEN CHUPAR LA VERGA. AGUANTE JAVIER GERARDO MILEI
2003975621828104666,2025-12-24 23:46:34+00:00,MARILUMARILU21,"@MARCELOFAVAOK @PoliciaCiudadBA Claro, es mejor la policía de Milei, no?"
2003975594095399359,2025-12-24 23:46:28+00:00,ElCoronavirusV4,@MryRodrguez4 Milei compite en el de jalabolas del año.
2003975562537456046,2025-12-24 23:46:20+00:00,JorgeOrlandoAbr,@peladodelatv Claro que sí siiiiiiiiiiiiiiiiiiii Señor PRESIDENTE XAVIER MILEI.
2003975506816045493,2025-12-24 23:46:07+00:00,mattzeroab50085,"@Soylibrecarajo @JMilei @Marinabiagettii La mentalidad capitalista, que también es propia del judaísmo practico, es demasiado vulgar y mundano a diferencia de lo sublime, espiritual y elevado del cristianismo (especialmente católico y ortodoxo)   Milei y cía. son MERCADERES, su real Dios es el mercado-dinero o Moloch"
2003975486230454716,2025-12-24 23:46:02+00:00,rosa_bianc,"@Lulamaravilla El mundo va a decir que es Milei que les da de comer y sin embargo el trabajo que deberia hacer Milei lo hace otro,le viene como anillo al dedo y la gran mayoria que asiste lo seguira votando"
2003975485978824865,2025-12-24 23:46:02+00:00,HugoTanco,"@nataliavolosin Fue en la colectora, los concesionarios unos hijos de puta (Abertis, española), el control del Estado Nacional absolutamente ausente, el Estado Provincial exactamente igual... todo falla en la Argentina de Milei y Kicillof, no se si se dieron cuenta..."
2003975320131850505,2025-12-24 23:45:23+00:00,Angry217,Kast ganó por decir que Chile necesita un Gobierno de Emergencia como Argentina de Milei porque estamos como Venezuela.  Podrían explicar por qué? @PRChile  @udipopular  @RNchile  #DerechaCorruptaYMiserable #JoseAntonioKast https://t.co/2UlxB70yFP
2003975297323163987,2025-12-24 23:45:17+00:00,ELROJOVB,@MONCAYOJUAN @Carlingas2000 DÉMOSLE GUSTO AL PRIAN MEXICO EN LA POBREZA ? ÉCHENSE UNA ASOMADITA A ARGENTINA QUE EL PAN SE ENORGULLECE DE MILEI Y VERAN EN LA POBREZA QUE MILEI LOS TIENE SUMERGIDOS. QUE JAMAS REGRESE EL PRIAN.
2003975255224996298,2025-12-24 23:45:07+00:00,marucam294338,"@SauLJefersonx @therealbuni Ya tenía que salir alguno a pegarle a Milei! Te ovidás que Formosa es un feudo,donde Isfrán tiene a toda la gente laburando para el Estado,por los votos? Que tiene derecho de vida y muerte sobre la gente? Milei solo puede intervenir la provincia lo cuál de por sí es costoso."
2003975251827302741,2025-12-24 23:45:06+00:00,ElCritico1965,@caidodelcatre2 Gordo te deseo que la sigas pasando muy muy mal...y que el año nuevo Milei te siga rompiendo el ogt. Y no te comas a tus parientes cerditos. GORDO GRASA
2003975246056247634,2025-12-24 23:45:05+00:00,Cecilia51859954,@ELTIEMPO @MasQueEcologia Mentirosos!!!  Milei un esquizofrénico. Como va ha tener el primer lugar de aprobación
2003975182197969062,2025-12-24 23:44:50+00:00,amurriojce,@maricepenn @OdiseaArgentina referente en el sentido de que da a conocer la lucha de las familias con discapacidad y enfrentan la política de mierda de Milei
2003975160068772329,2025-12-24 23:44:44+00:00,Pepietje4,@KalinaAnnGG Milei no rasca votos se rasca el culo en cámara
2003975128791859236,2025-12-24 23:44:37+00:00,lupfer69,@CasaRosada Pero... que raro... el despresidente Milei no cree en el nacimiento de Cristo. Él aún espera la llegada del mesías
2003975127332172232,2025-12-24 23:44:37+00:00,henao_ivan_96,A todos los que le gusta china y odian a milei   Si saben que lo que hace milei es lo más parecido a lo que hace china ?
2003975126401069202,2025-12-24 23:44:36+00:00,LuisEnriqu79751,@AnalistaClara Si nuestra colombia tiene que seguir los  pasos de  J milei   D trump   C machado  R paz   R Chaves   N BUKELEEE
2003975118738088240,2025-12-24 23:44:35+00:00,joigito,@vikingomaldo @AM750 @aleberco @C5N @eldestape_radio @futurockOk @izquierdadiario @jotaalonso @pagina12 @somosradioam530 @sergiodwy Milei les metió un sable de votos en el orto.
2003975093991731592,2025-12-24 23:44:29+00:00,OscuroSamurai1,Que lo sepan los Argentinos: MILEI APOYA EL NARCOTRÁFICO.
2003938349648695309,2025-12-24 21:18:28+00:00,JMilei,"La victoria de Tito Asfura es una derrota contundente del narcosocialismo y una señal clara de que la libertad vuelve a imponerse en Honduras.  El pueblo hondureño se expresó con valentía en las urnas y eligió terminar con años de autoritarismo y decadencia.  Desde la Argentina, celebramos el triunfo de la libertad y reafirmamos nuestro compromiso con la democracia, la voluntad popular y el respeto irrestricto a las instituciones en la región.  VLLC!"
2003975050584527087,2025-12-24 23:44:18+00:00,grok,"Sí, la expulsión de Ortega Smith de la ejecutiva de Vox es real y confirmada por fuentes como RTVE y Europa Press, por tensiones internas. Pero las acusaciones de conspiración con Villarruel contra Abascal y Milei no tienen respaldo en reportes independientes; parecen especulaciones sin pruebas sólidas. ¿Qué parte te parece más conspiranoica?"
2003975031689539856,2025-12-24 23:44:14+00:00,DanielG18168399,@BaysideLuis Chupala che!!!! La gente que dijo? MILEI POR SIEMPRE!!!!
2003975019941306504,2025-12-24 23:44:11+00:00,KenMatth333,come mierda milei de mierda
2003974995723407858,2025-12-24 23:44:05+00:00,mulahuanuna,"@malanella_ Bué, tan mal no te va con Milei👏👏👏"
2003974966237364302,2025-12-24 23:43:58+00:00,BRChallNidalee,"@RPN_Oficial @juanenriqueUBA Si pude compre todo, me sobra la guita con Milei."
2003974861077594381,2025-12-24 23:43:33+00:00,aleprocream,@HernanSeivane @SPareja_ @micaelafragasso @JMilei @vaninabiasi Karina Milei lo trajo a Pareja...
2003974834066452688,2025-12-24 23:43:27+00:00,ADrezDark,@PeronxPatagonia @memesdelprofe Pero bancas a muerte la inflación bianual de Milei generada en 10 meses con tu amo Massa
2003974833546330472,2025-12-24 23:43:27+00:00,mrX_bot007,"@Stellita1966 @VeronicaCu74695 Pero si está lleno de venezolanos que votaron a Macri y Milei, retardados"
